sentence,label,label_name,dataset
保养套餐现在买，半年后用可以吗？,0,knowledge_qa,train
这款洗发水适合油性头发吗,0,knowledge_qa,train
这个包自重多少克啊，背久了肩膀疼,0,knowledge_qa,train
有没有那种不显肚子的裙子？我梨形身材，胯宽,0,knowledge_qa,train
马桶安装完，底座漏水，师傅说打点胶就行？,3,escalate,train
电吉他旋钮失灵，拧了没反应,1,business,train
婴儿奶瓶奶嘴太硬了，宝宝根本吸不动,1,business,train
这个洗面奶是氨基酸的吗？,0,knowledge_qa,train
车载手机支架吸盘吸不住，老掉,1,business,train
戒指圈口大了，能改小吗？改完有痕迹吗？,1,business,train
宠物驱虫药喂吐了，能补发一支吗？,1,business,train
宠物寄养期间生病，你们及时通知了吗？,3,escalate,train
防晒霜会员积分能抵扣吗？,0,knowledge_qa,train
推荐一款静音机械键盘,0,knowledge_qa,train
在吗？问个户外装备的事,0,knowledge_qa,train
裤子显瘦吗？腿粗,0,knowledge_qa,train
演出临时取消，退票要扣30%手续费，这不合理吧？,3,escalate,train
记录：换货需在签收后15天内申请,2,knowledge_mgmt,train
宠物驱虫药没效果，还有虫子，怎么售后,1,business,train
定制窗帘保价多久？明天降价退差价吗,0,knowledge_qa,train
哈哈哈，你这机器人还挺懂育儿,0,knowledge_qa,train
上传规则：包裹破损请拒收并联系客服,2,knowledge_mgmt,train
家用SUV，一年跑2万公里，什么轮胎耐磨？,0,knowledge_qa,train
生鲜现在下单有满减吗？凑单怎么弄,0,knowledge_qa,train
定制项链刻字刻错了，把生日刻成了别的日期,3,escalate,train
帮忙录入：优惠券不可叠加使用,2,knowledge_mgmt,train
直播间说的买一送一，是送同款还是送小样啊,0,knowledge_qa,train
收到残次品可以退款吗,1,business,train
想要个适合办公用的鼠标，静音不吵的,0,knowledge_qa,train
鲜花收到有折痕，花瓣都黑了,1,business,train
记下来：售后满意度评价纳入商户考核,2,knowledge_mgmt,train
体检套餐能不能退？预约后没去,1,business,train
这个手机支持NFC吗？能刷门禁卡吗,0,knowledge_qa,train
我想修改订单数量,1,business,train
演唱会门票黄牛买的，能进吗？,0,knowledge_qa,train
腮红物流三天没更新，是不是丢件了,1,business,train
帮我把收货地址改一下,1,business,train
机油买一桶送机滤吗？,0,knowledge_qa,train
快递到本地了吗,1,business,train
体育赛事门票丢了，能补打吗？,1,business,train
漫画是台版还是日版？有翻译吗,0,knowledge_qa,train
软件打不开，提示错误代码,1,business,train
API密钥泄露了，能不能紧急重置？,1,business,train
海鲜收到臭了，客服说“坏果包赔”，但只赔5块？,3,escalate,train
洗牙后牙齿敏感，喝凉水都疼，正常吗？,1,business,train
牙齿矫正器戴不上，是不是模型错了？,1,business,train
学生认证通过了，但下单没优惠，咋回事,0,knowledge_qa,train
二手订单，能不能加个“验机服务”？,1,business,train
种植牙牙冠崩了一小块，还在保修期吗？,1,business,train
虚拟商品显示“已发放”，但我账号里没看到,1,business,train
现在买宠物零食有跨店满减吗？,0,knowledge_qa,train
会员买金饰有积分抵现吗？,0,knowledge_qa,train
扫地机器人总是原地打转,1,business,train
退款审核一直没通过,1,business,train
体育赛事退票，说“不支持退换”，霸王条款？,3,escalate,train
儿童画板笔丢了，能单买吗？,0,knowledge_qa,train
想要本适合睡前看的散文，别太烧脑,0,knowledge_qa,train
全屋定制安装完，尺寸错了，切了也不好看，怎么办？,3,escalate,train
项链戴了两天就掉色，把脖子都染绿了，过敏！,3,escalate,train
宠物驱虫药喂吐了，能补发吗？,1,business,train
手机物流显示“异常”，怎么回事,1,business,train
睡袋物流显示“异常”，怎么回事,1,business,train
算了，我自己去查工单吧，问你也说不清楚,0,knowledge_qa,train
主播说截屏抽奖，怎么参与？在哪截？,0,knowledge_qa,train
种植牙牙冠崩了，还在保修期吗？,1,business,train
宠物寄养期间抓伤别人，你们赔吗？,3,escalate,train
加湿器漏水了，流了一桌子,1,business,train
这衣服我165/100斤，穿M码紧，L码松，到底选哪个？,0,knowledge_qa,train
这个帮我记住：敏感问题需升级给主管处理,2,knowledge_mgmt,train
体检套餐加项，现场能加吗？还是得线上买？,1,business,train
想要个能自动回复的客服机器人，别太智障,0,knowledge_qa,train
二手Switch，要续航版，别买成旧版,0,knowledge_qa,train
行吧，那我再等等，别耽误我复习啊,0,knowledge_qa,train
在吗在吗？企业采购急事！,0,knowledge_qa,train
古筝琴弦断了，刚调音就断,1,business,train
这个域名备案了吗？能不能直接解析？,0,knowledge_qa,train
高个子女生，175以上，别买那种短款上衣,0,knowledge_qa,train
车充插口太紧，拔不出来,1,business,train
架子鼓踏板踩下去不回弹,1,business,train
游戏道具发货显示“处理中”，都半天了,1,business,train
车载充电器插上去没反应，点烟器口是不是坏了？,1,business,train
人工客服在吗？机器人听不懂人话,0,knowledge_qa,train
软件授权是永久买断还是按年订阅？,0,knowledge_qa,train
现在买猫粮有新人券吗？,0,knowledge_qa,train
收到货发现少个配件，补发还要等3天，急用啊,1,business,dev
定制衣柜安装完，柜门缝隙太大，能调吗？,1,business,dev
车载吸尘器坏了,1,business,dev
虚拟商品发货后，不支持退款对吧？,0,knowledge_qa,dev
炉头赠品不要了，能换个小样吗,1,business,dev
汽车贴膜起泡了，才贴了一个月，这手艺太差了,3,escalate,dev
遮瑕膏能遮住黑眼圈吗？泪沟那种,0,knowledge_qa,dev
笔记本主要写代码，键盘手感要好,0,knowledge_qa,dev
车载充电器插口松了，一碰就断电,1,business,dev
把这段话录入知识库：售后审核24小时内完成,2,knowledge_mgmt,dev
充值的油卡怎么还没到？快递都显示签收了,1,business,dev
生鲜是冷链发货吗？能保鲜几天,0,knowledge_qa,dev
车载充电器充不进电，手机没反应,1,business,dev
话剧票能改观演人吗？朋友去不了,1,business,dev
我想修改收货人姓名,1,business,dev
这鞋偏码吗，我脚背高还宽，平时穿42,0,knowledge_qa,dev
有没有隐藏优惠券,0,knowledge_qa,dev
粉底液色号2C0，黄二白能驾驭吗,0,knowledge_qa,dev
电子琴不好,1,business,dev
帮我记一下：知识库每月更新一次商户政策,2,knowledge_mgmt,dev
炉头是分体还是一体？防风吗,0,knowledge_qa,dev
生鲜物流显示“已签收”，但我没收到啊,1,business,dev
二胡琴皮塌了，没声音,1,business,dev
架子鼓镲片裂了,1,business,dev
冲锋衣防水指数多少？能扛暴雨吗,0,knowledge_qa,dev
宠物绝育后伊丽莎白圈戴不住，有别的办法吗？,0,knowledge_qa,dev
录入知识：审核不通过的知识7天内可修改重提,2,knowledge_mgmt,dev
想要个能装电脑还能装雨伞的包，别一淋就湿,0,knowledge_qa,dev
空调坏了,1,business,dev
能不能改个地址？刚搬完家,1,business,dev
生鲜说是“现摘现发”，结果收到是昨天的，虚假宣传？,3,escalate,dev
二胡坏了,1,business,dev
全屋定制安装完，柜门变形，受潮了？,1,business,dev
批量采购的合同条款，客服一直踢皮球，不处理？,3,escalate,dev
宠物寄养期间绝食，你们怎么处理的？,3,escalate,dev
帮我存一条知识：缓存数据TTL默认为1小时,2,knowledge_mgmt,dev
定制衣柜安装完，背板薄，晃悠，能加固吗？,1,business,dev
考研政治，哪个老师的书押题准？,0,knowledge_qa,dev
二手退货地址填错，快递退回来了，运费算谁的？,1,business,dev
金饰刻字内容填错了，还能改吗？,1,business,dev
帮我记录一下：材质标注必须与实际成分一致,2,knowledge_mgmt,dev
车钥匙壳裂了，才用了半年,1,business,dev
存入知识库：赠品不参与售后，请知悉,2,knowledge_mgmt,dev
防晒霜是物理还是化学？孕妇能用吗,0,knowledge_qa,dev
演唱会门票买错城市，能改吗？,1,business,dev
定制家具学生认证通过了，但下单没优惠，咋回事,0,knowledge_qa,dev
现在下单价格最低了吗,0,knowledge_qa,dev
衣服寄回去3天了，仓库还没签收，丢件了？,1,business,dev
二手议价，800包邮行不行？不行我看看别的,0,knowledge_qa,dev
奶粉罐子瘪了，客服说“不影响食用”，当我是傻子？,3,escalate,dev
起订量500件，能不能先拿10件样品看看质量？,0,knowledge_qa,dev
买的会员怎么不能投屏了？,1,business,dev
生鲜收到有坏果，怎么申请售后？,1,business,dev
抱枕有异味，洗了还有，能退吗,1,business,dev
这个行李箱是铝框的吗,0,knowledge_qa,dev
猫抓板掉渣严重，满屋子都是，能退吗,1,business,dev
定制家具能不能拆单发货？床先发，衣柜慢慢来,1,business,dev
婴儿推车还没付款，能不能改个优惠券,1,business,dev
地毯是短绒还是长绒？好打理吗,0,knowledge_qa,dev
快递被退回了吗,1,business,dev
帮我存一条知识：所有回复必须使用标准话术模板,2,knowledge_mgmt,dev
宠物洗护把毛剪坏了，怎么赔？,3,escalate,dev
添加知识：跨境商品税率以海关核定为准,2,knowledge_mgmt,dev
车充发热严重，烫手,1,business,dev
赠品漏发了，补发能不能和主商品一起寄？,1,business,dev
裤子买长了，改裤脚收费吗？,0,knowledge_qa,dev
会员坏了,1,business,dev
卸妆油是植物油还是矿物油？闷痘吗,0,knowledge_qa,dev
车膜起泡了，去店里说没法处理,1,business,dev
生鲜坏果怎么赔？按个赔还是按比例？,0,knowledge_qa,dev
马桶安装完，底座漏水，师傅说打胶就行？,3,escalate,dev
包装破损可以退吗,1,business,dev
保修期是多久,1,business,dev
云盘文件丢了，找不回来,3,escalate,dev
没事了，我自己解决了，拜拜,0,knowledge_qa,dev
有没有那种支持API调用的短信服务？,0,knowledge_qa,dev
考研英语，哪个老师讲阅读好？,0,knowledge_qa,dev
二手包有没有鉴定证书？支持专柜验货吗？,0,knowledge_qa,dev
退款显示“处理中”都3天了，是在人工审核还是在数钱？,1,business,dev
企业账户发票抬头填错了，还能改吗？,1,business,dev
那个满300减30的券怎么领不到，是不是被抢光了,0,knowledge_qa,dev
记一条：色差问题不属于质量问题,2,knowledge_mgmt,dev
近视眼镜度数配错了，戴着晕，能重配吗？,1,business,dev
厨房置物架，可伸缩，不占地方，有推荐吗,0,knowledge_qa,dev
能不能拆单发货？急用的先发，不急的慢慢来,1,business,dev
防潮垫发货了吗？明天要露营，急！,1,business,dev
退货退款还要我承担“折旧费”，凭什么？,3,escalate,dev
这个商品还能领优惠券吗,0,knowledge_qa,dev
企业账户余额抵扣，还能叠加优惠券吗？,0,knowledge_qa,dev
漫画有没有直播间专属价？,0,knowledge_qa,dev
音乐节票能改观演人吗？朋友去不了,1,business,dev
这包是专柜验货还是中检认证？有证书吗？,0,knowledge_qa,dev
代练不好,1,business,dev
银饰氧化发黑了，说好的防氧化处理呢,1,business,dev
退货地址填错了，快递退回来了，这运费算谁的,1,business,dev
这款羽毛球拍适合新手吗,0,knowledge_qa,dev
笛子膜贴不上，老是破,1,business,dev
想要个适合学生用的台灯，护眼不频闪的,0,knowledge_qa,dev
登山杖买两根有优惠吗？,0,knowledge_qa,dev
话剧票买重复了，能退一张吗？,1,business,dev
防潮垫是充气还是自充气？收纳多大,0,knowledge_qa,dev
古筝不好,1,business,dev
换货发回来的还是坏的，这次能不能找专人检查？,1,business,dev
定制家具的板材到哪了？说好的15天交付,1,business,dev
车载吸尘器吸力太小了，连瓜子壳都吸不起来,1,business,dev
这个台灯是国AA级照度吗？给孩子写作业用,0,knowledge_qa,dev
脱口秀门票没收到电子码，马上开场了！,1,business,dev
存一下：跨境商品税率以海关核定为准,2,knowledge_mgmt,dev
两件衣服凑单满减，退一件，另一件还享受优惠吗？,0,knowledge_qa,dev
手机修完又坏了，同一故障，这次必须给我换新,3,escalate,dev
近视眼镜镜架断了，还在保修期吗？,1,business,dev
有没有那种能开发票的虚拟主机？,0,knowledge_qa,dev
奶粉能不能改发顺丰？补差价我出，急用,1,business,dev
在吗？问个二手交易的事,0,knowledge_qa,dev
定制橱柜安装完，台面开裂，重做要多久？,1,business,dev
批量采购的运费险怎么理赔？在哪点？,1,business,dev
医美咨询说能祛斑，做完没变化，虚假宣传！,3,escalate,dev
这批面料的色牢度能达到4级吗？,0,knowledge_qa,dev
灯具安装完，开关控制错乱，线路接反了？,3,escalate,dev
乐高积木有毛刺，扎手，品控太差了,3,escalate,dev
有没有适合送父母的按摩仪,0,knowledge_qa,dev
宠物玩具推荐个耐咬的，我家狗是破坏王,0,knowledge_qa,dev
说是“纯棉”，水洗标写着“聚酯纤维”，这叫欺诈吧？,3,escalate,dev
存入知识库：维修服务需提供购买凭证,2,knowledge_mgmt,dev
吉他背带扣掉了，摔了一跤,3,escalate,dev
金戒指坏了,1,business,dev
这衣服说是纯棉的，怎么洗了一次领口就松了，是不是偷工减料啊,0,knowledge_qa,dev
退款显示“处理中”都3天了，是在人工审核还是在数钱,1,business,dev
加湿器不出雾了，风扇还在转，是不是雾化片坏了？,1,business,dev
你们这系统是不是又崩了？维修进度查不到,0,knowledge_qa,dev
这个电热水壶烧开水要多久,0,knowledge_qa,dev
游戏手柄按键失灵了，按A没反应,1,business,dev
添加知识：限量款商品不支持退换,2,knowledge_mgmt,dev
行车记录仪死机了，按重启也没用,1,business,dev
保存：店铺支持花呗分期和信用卡,2,knowledge_mgmt,dev
帮我添加：电子类产品质保一年,2,knowledge_mgmt,dev
想要个适合老人用的手机，字大声音大的,0,knowledge_qa,dev
添加知识：组合套装不支持部分退货,2,knowledge_mgmt,dev
婴儿推车凑单满减，那个链接失效了,0,knowledge_qa,dev
快递现在到哪里了,1,business,dev
粉底液老客回购有券吗？上次买的快空瓶了,0,knowledge_qa,dev
把这条加入知识库：自动回复模板每月更新一次,2,knowledge_mgmt,dev
医美项目做完，效果不明显，退款！,3,escalate,dev
保质期还有多久啊，别给我发临期品,0,knowledge_qa,dev
换货发回来的还是坏的，这次能不能检查好再发？,1,business,dev
在吗在吗？维修急事！,0,knowledge_qa,dev
批量采购的货，物流显示“分批出库”，什么时候能齐？,1,business,dev
猫抓板买回来猫根本不抓，是不是猫薄荷放少了？,0,knowledge_qa,dev
定制衣柜安装完，少发了一个抽屉，补发要多久？,1,business,dev
保养预约的门店地址发我，导航导错了,1,business,dev
这个帮我记住：退货地址以短信通知为准,2,knowledge_mgmt,dev
帮忙录入：配送范围以快递公司覆盖区域为准,2,knowledge_mgmt,dev
汽车贴膜贴完有气泡，店里说正常，这正常吗？,1,business,test
在吗在吗？生鲜急事！,0,knowledge_qa,test
付完定金了，尾款能不能用红包,0,knowledge_qa,test
吉他弦距太高按着手疼，是不是没调好？能退吗,1,business,test
体检套餐能不能升级？现场补差价,0,knowledge_qa,test
种子坏了,1,business,test
烤箱坏了,1,business,test
定制衣柜安装完，少个抽屉，补发要多久？,1,business,test
有没有满赠活动,0,knowledge_qa,test
预算两百买什么蓝牙音箱,0,knowledge_qa,test
二手砍价太狠了，最低多少能出？,0,knowledge_qa,test
萨克斯坏了,1,business,test
帮我添加：向量索引每周重建一次,2,knowledge_mgmt,test
辛苦了，大晚上的还在处理汽车工单,0,knowledge_qa,test
宠物疫苗后发烧，正常吗？,1,business,test
想要个续航长的手机，别推那种一天一充的,0,knowledge_qa,test
海鲜有没有那种不腥的？孩子不爱吃腥的,0,knowledge_qa,test
有没有不粘指纹的手机壳？强迫症受不了,0,knowledge_qa,test
猫砂是豆腐砂还是矿砂？粉尘大不大,0,knowledge_qa,test
银手镯开口太大，戴着老掉,1,business,test
琥珀有杂质，不通透,1,business,test
还没发货，能不能把“黑色”改成“白色”？,1,business,test
定制项链链子断了，戴了一次就断了,1,business,test
这款商品最近有折扣吗,0,knowledge_qa,test
多肉黑腐了，从根烂到顶,1,business,test
翡翠坏了,1,business,test
手机发热严重，玩游戏烫手，能退吗？,1,business,test
添加知识：新品上架需同步更新知识库,2,knowledge_mgmt,test
体育赛事门票能改日期吗？天气不好,1,business,test
银手镯坏了,1,business,test
扫地机器人总是撞墙，建图根本不准，是不是雷达坏了？,1,business,test
脱口秀演员临时换人，能退票吗？,3,escalate,test
批量采购少发配件，补发还要等7天，产线等着用啊,1,business,test
体检报告能电子版吗？纸质版丢了,0,knowledge_qa,test
手机号填错了，快递联系不上我,1,business,test
充值的话费怎么还没到账？都过去24小时了,1,business,test
炉头物流显示“异常”，怎么回事,1,business,test
帮我添加：退款金额不含优惠券部分,2,knowledge_mgmt,test
保存：优惠券不可叠加使用,2,knowledge_mgmt,test
帮忙录入：活动解释权归店铺所有,2,knowledge_mgmt,test
抱枕是羽绒还是棉花？回弹好吗,0,knowledge_qa,test
去专柜验过了，你们这包五金刻字都不对，售假还死不承认！,3,escalate,test
净水器不好,1,business,test
这本教材有电子版吗？买纸质送电子吗,0,knowledge_qa,test
有没有那种不用实名就能用的邮箱服务？,0,knowledge_qa,test
脱口秀票能改时间吗？临时有事,1,business,test
把这条加入知识库：退款纠纷需在48小时内给出方案,2,knowledge_mgmt,test
钻戒证书和实物重量对不上，差0.01克拉，怎么回事,3,escalate,test
上传规则：政策变更需经过商户确认后生效,2,knowledge_mgmt,test
头灯，感应开关，续航长，有推荐吗,0,knowledge_qa,test
充值卡是实体卡还是卡密？,0,knowledge_qa,test
玫瑰收到有灰霉病，传染给其他花了,3,escalate,test
烘干机不好,1,business,test
防潮垫不隔凉，睡一晚冻感冒，虚假宣传！,3,escalate,test
电池健康度掉到85%了，还在保修期，给换吗？,1,business,test
申请退款后多久退回,1,business,test
扫地机器人噪音大,1,business,test
宠物寄养期间咬人，你们负责吗？,3,escalate,test
首单有没有优惠,0,knowledge_qa,test
车载香水味道太冲了，闻着头晕，怎么退货？,1,business,test
在吗？问个服饰尺码的事,0,knowledge_qa,test
净水器滤芯寿命显示不对,1,business,test
兰花收到根全烂了，怎么救,1,business,test
床垫能不能改送货时间？周末家里没人,1,business,test
空气炸锅烤出来的红薯是生的，温度根本达不到200度！,1,business,test
定制橱柜的台面物流显示“退回”，怎么回事,1,business,test
虚拟商品买错了账号，能换绑吗？,1,business,test
电吉他不好,1,business,test
猫粮吃了呕吐，是不是变质了？怎么退,1,business,test
宠物寄养期间应激，你们怎么处理的？,3,escalate,test
把这条加入知识库：尺码表仅供参考存在1-2cm误差,2,knowledge_mgmt,test
好的，收到了，谢啦，记得轻拿轻放,0,knowledge_qa,test
这款咖啡机可以打奶泡吗,0,knowledge_qa,test
帮我换一个收货地址,1,business,test
人工客服在吗？机器人听不懂奢品需求,0,knowledge_qa,test
有没有适合宿舍用的小风扇,0,knowledge_qa,test
定制窗帘轨道装歪了，师傅什么时候来修,1,business,test
云服务器怎么退款？买错了配置,1,business,test
微波炉不加热了，灯还亮,1,business,test
账号坏了,1,business,test
宠物驱虫药没效果，客服说“用法不对”，说明书呢？,3,escalate,test
积木说明书印反了，按着拼根本拼不上,1,business,test
批量采购的货，物流显示“拒签”，但我没拒签啊？,3,escalate,test
宠物狗吃了你们的冻干一直吐，是不是过期了？,3,escalate,test
口红，滋润不拔干，有推荐吗,0,knowledge_qa,test
发财树刚种下就烂根了，说是土有问题,1,business,test
有没有那种洗了不褪色还不缩水的T恤？烦死了,0,knowledge_qa,test
批量订单，能不能改个收货仓库地址？,1,business,test
钻戒钻石松了，差点掉了,1,business,test
窗帘是打孔还是挂钩？安装麻烦吗,0,knowledge_qa,test
物流显示“已揽收”但24小时没动静，是不是丢件了,1,business,test
价格还能再便宜一点吗,0,knowledge_qa,test
退货邮费谁承担,1,business,test
退款显示“处理中”都5天了，是在走审批流程还是在数钱？,1,business,test
定制相册排版太丑了，能不能重新设计？,1,business,test
软件有bug,1,business,test
企业采购发票开错，重开要等15天，财务要疯了,3,escalate,test
买三件能打几折,0,knowledge_qa,test
安装师傅把车漆刮了，你们赔不赔？,3,escalate,test
车载吸尘器噪音太大了，吵得头疼,1,business,test
床垫塌陷了，才睡了半年，保修吗,1,business,test
付定金锁库存吗？尾款付不上怎么办？,0,knowledge_qa,test
音乐节票能退吗？阵容换人,3,escalate,test
手机充电慢，是不是电池有问题？,1,business,test
夏天穿什么短袖比较凉快,0,knowledge_qa,test
现在购买包邮吗,0,knowledge_qa,test
猫粮能不能备注“务必本人签收”,1,business,test
现在买赠品还有吗,0,knowledge_qa,test
奶粉地址填成旧的了，还没揽收，赶紧改,1,business,test
存储：节假日发货延迟1-2天，请提前告知客户,2,knowledge_mgmt,test
这款平板支持手写笔吗,0,knowledge_qa,test
书还没发货，能不能把“台版”改成“日版”,1,business,test
冬天穿不钻绒的羽绒服，90绒的有吗？,0,knowledge_qa,test
帮我记录一下：所有护肤品建议先做过敏测试,2,knowledge_mgmt,test
有没有新人专享优惠,0,knowledge_qa,test
粉底液上脸搓泥，是不是和防晒打架,1,business,test
烘干机坏了,1,business,test
算了，我自己去查维修进度吧，问你也说不清楚,0,knowledge_qa,test
现在下单是按活动价算吗，别到时候不补差价,0,knowledge_qa,test
生鲜收到发臭了，快递放驿站两天了，谁的责任？,3,escalate,test
猫罐头拉环断了，打不开,1,business,test
裙子拉链坏了，能不能补发拉链头？,1,business,test
抱枕塌陷，睡两天就扁了，质量太差！,3,escalate,test
存一下：店铺客服电话400-618-8888,2,knowledge_mgmt,test
定制衣柜安装完，抽屉拉不出来，轨道坏了？,1,business,test
全屋定制安装完，板材有划痕，换还是赔钱？,1,business,test
绿萝叶子发黄，是不是缺水,1,business,test
软件坏了,1,business,test
睡袋不保暖，零下5度冻醒，虚标温标！,3,escalate,test
珍珠项链扣子断了，戴一次就断，质量太差,1,business,test
订单备注“轻拿轻放”，别又像上次一样摔坏,1,business,test
榨汁机用了一次就漏水，底座接缝处全是水,1,business,test
车衣破了,1,business,test
宠物疫苗打完后嗜睡，是不是疫苗有问题？,3,escalate,test
置物架能不能改个颜色？还没下单,1,business,test
定制衣柜的设计图确认了，但尺寸还能微调吗,1,business,test
人工！人工！人工！别给我发自动回复！,0,knowledge_qa,test
能不能说人话？听不懂你的意思,0,knowledge_qa,test
洗衣机脱水声音像拖拉机，邻居都来投诉了,1,business,test
记一条：限量款商品不支持退换,2,knowledge_mgmt,test
猫粮是膨化粮还是烘焙粮？含肉量多少,0,knowledge_qa,test
帮我添加：T恤建议冷水洗涤，避免暴晒,2,knowledge_mgmt,test
卸妆油糊眼睛，洗不掉，怎么赔,1,business,test
奶粉保质期只剩3个月，客服说“正常售卖期”，坑人？,3,escalate,test
体检报告能邮寄吗？不想跑一趟,1,business,test
尺码选错了，还没发货能改吗？,1,business,test
防潮垫买一送收纳袋吗？,0,knowledge_qa,test
体检套餐能不能换？选错了项目,1,business,test
体检套餐想加个幽门螺旋杆菌，现场能加吗？,1,business,test
赠品能不能换成别的？那个我不想要,1,business,test
婴儿推车想要个轻便的，一个人能抱上公交,0,knowledge_qa,test
帮我存一条知识：配送范围以快递公司覆盖区域为准,2,knowledge_mgmt,test
